title,date,startAt,endAt,description,executionMode,projects,lifeArea
Java. Видео,2025-06-18,06:00,06:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java. Видео,2025-06-18,06:15,06:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java. Видео,2025-06-18,07:15,07:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-18,07:45,08:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-18,08:00,08:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-18,08:15,08:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-18,08:30,08:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-18,08:45,09:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-18,09:00,09:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Здоровая спина,2025-06-18,11:00,11:15,,SELF,Здоровье и спорт,Крепкое здоровье
Здоровая спина,2025-06-18,11:15,11:30,,SELF,Здоровье и спорт,Крепкое здоровье
Здоровая спина,2025-06-18,11:30,11:45,,SELF,Здоровье и спорт,Крепкое здоровье
Здоровая спина,2025-06-18,11:45,12:00,,SELF,Здоровье и спорт,Крепкое здоровье
Просыпание,2025-06-19,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Муз курсы,2025-06-19,05:00,05:15,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-06-19,05:15,05:30,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-06-19,05:30,05:45,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-06-19,05:45,06:00,,SELF,Обучение профессии музыкант,Мощное творчество
Java. Видео,2025-06-19,09:45,10:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java. Видео,2025-06-19,10:00,10:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-19,10:30,10:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-19,10:45,11:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-19,11:00,11:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-19,11:15,11:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Фриланс,2025-06-19,14:00,14:15,,SELF,Подработка и финансы,Мощное творчество
Просыпание,2025-06-20,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Просыпание,2025-06-21,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Просыпание,2025-06-22,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
в спортзал,2025-06-22,03:00,03:15,,SELF,Здоровье и спорт,Крепкое здоровье
в спортзал,2025-06-22,03:15,03:30,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-06-22,03:30,03:45,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-06-22,03:45,04:00,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-06-22,04:00,04:15,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-06-22,04:15,04:30,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-06-22,04:30,04:45,,SELF,Здоровье и спорт,Крепкое здоровье
в спортзал,2025-06-22,04:45,05:00,,SELF,Здоровье и спорт,Крепкое здоровье
в спортзал,2025-06-22,05:00,05:15,,SELF,Здоровье и спорт,Крепкое здоровье
Java,2025-06-22,08:30,08:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-22,08:45,09:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Клуб английского,2025-06-22,09:00,09:15,,SELF,Изучение английского,Мощное творчество
Клуб английского,2025-06-22,09:15,09:30,,SELF,Изучение английского,Мощное творчество
Клуб английского,2025-06-22,09:30,09:45,,SELF,Изучение английского,Мощное творчество
Клуб английского,2025-06-22,09:45,10:00,,SELF,Изучение английского,Мощное творчество
Клуб английского,2025-06-22,10:00,10:15,,SELF,Изучение английского,Мощное творчество
Клуб английского,2025-06-22,10:15,10:30,,SELF,Изучение английского,Мощное творчество
Клуб английского,2025-06-22,10:30,10:45,,SELF,Изучение английского,Мощное творчество
Клуб английского,2025-06-22,10:45,11:00,,SELF,Изучение английского,Мощное творчество
Клуб английского,2025-06-22,11:00,11:15,,SELF,Изучение английского,Мощное творчество
Java,2025-06-22,11:15,11:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-22,11:30,11:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-22,11:45,12:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-22,12:00,12:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-22,12:15,12:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-22,12:30,12:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-22,12:45,13:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-22,13:00,13:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Просыпание,2025-06-23,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Спортзал,2025-06-23,03:00,03:15,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-06-23,03:15,03:30,,SELF,Здоровье и спорт,Крепкое здоровье
